TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Channel,LoginAttempts,CustomerAge,CustomerOccupation,AccountBalance,anomaly_score,is_anomaly
TX000676,AC00286,13.52,2023-05-15 16:51:28,Debit,ATM,1,26,Student,259.77,0.7594642488814722,0
TX000677,AC00232,432.1,2023-03-20 16:28:17,Debit,ATM,1,49,Engineer,2114.3,0.5535428168221121,0
TX000678,AC00182,375.17,2023-06-08 17:20:53,Debit,ATM,2,51,Engineer,5495.3,0.8749801782065381,0
TX000679,AC00136,642.68,2023-02-17 16:57:11,Debit,Branch,1,50,Doctor,8461.46,0.5158419794724038,0
TX000680,AC00101,78.44,2023-11-21 17:25:30,Credit,Online,1,52,Retired,6870.84,0.9243136624483265,0
TX000681,AC00328,139.72,2023-01-16 17:53:00,Debit,Branch,1,49,Engineer,5058.83,0.41911584427185444,0
TX000682,AC00356,499.99,2023-08-02 16:01:17,Debit,Branch,1,31,Engineer,8885.0,0.8647198839982767,0
TX000683,AC00312,10.07,2023-01-17 16:47:41,Debit,Online,1,24,Student,530.81,0.7245302664008211,0
TX000684,AC00242,120.62,2023-02-27 16:37:11,Debit,ATM,1,23,Student,9379.53,0.6316455259243356,0
TX000685,AC00123,578.49,2023-10-16 17:46:51,Debit,Branch,1,59,Retired,6475.13,0.4673698623220853,0
TX000686,AC00071,119.3,2023-08-28 16:08:54,Debit,Branch,5,34,Engineer,319.04,0.9271510324546803,0
TX000687,AC00370,280.92,2024-01-01 18:21:50,Debit,Online,1,41,Doctor,5298.85,0.42555127096922646,0
TX000688,AC00330,42.42,2023-06-01 17:19:57,Debit,Online,1,21,Student,490.57,0.44781544655552336,0
TX000689,AC00218,77.03,2023-06-19 16:57:53,Debit,ATM,1,67,Doctor,11310.27,0.7731483507808428,0
TX000690,AC00437,22.59,2023-03-27 16:12:36,Debit,ATM,1,62,Retired,3988.75,0.4403725498478126,0
TX000691,AC00287,568.76,2023-10-09 16:48:50,Debit,ATM,1,51,Retired,7484.32,0.694216767357563,0
TX000692,AC00418,25.94,2023-10-16 18:53:31,Credit,Online,5,58,Retired,4815.11,0.9911476496773599,1
TX000693,AC00465,105.94,2023-08-07 16:02:55,Debit,Branch,1,51,Engineer,5963.1,0.6562674053764879,0
TX000694,AC00011,733.29,2023-03-15 18:42:16,Debit,ATM,5,52,Doctor,10427.0,0.9930159743111563,1
TX000695,AC00432,350.15,2023-11-27 16:18:25,Credit,ATM,1,21,Student,296.47,0.648672649660947,0
TX000696,AC00240,1151.18,2023-08-25 17:26:27,Debit,ATM,1,65,Doctor,1100.06,0.8653196641773071,0
TX000697,AC00497,183.67,2023-06-26 16:11:29,Debit,Online,1,19,Student,910.26,0.5506744864336804,0
TX000698,AC00026,278.27,2023-04-10 16:47:55,Debit,Branch,1,29,Doctor,6684.34,0.533510209534212,0
TX000699,AC00277,470.3,2023-09-12 18:46:45,Debit,ATM,1,40,Doctor,8524.09,0.5907672614745774,0
TX000700,AC00116,261.69,2023-11-27 17:29:25,Debit,ATM,1,53,Retired,5126.65,0.4301704077708323,0
TX000701,AC00367,365.04,2023-03-06 16:29:57,Debit,Branch,1,22,Student,873.89,0.4601310116529976,0
TX000702,AC00030,211.1,2023-09-14 16:58:48,Debit,Branch,1,57,Retired,7059.77,0.42250508873872994,0
TX000703,AC00111,21.49,2023-05-04 16:51:17,Debit,ATM,1,58,Doctor,11991.24,0.8536494947488629,0
TX000704,AC00220,63.58,2023-09-11 17:43:14,Debit,ATM,1,18,Student,8086.04,0.6192256586440134,0
TX000705,AC00295,321.86,2023-07-24 16:25:51,Debit,ATM,1,63,Doctor,12626.49,0.5354481539427132,0
TX000706,AC00137,12.11,2023-12-12 16:17:27,Debit,Branch,1,75,Retired,1730.28,0.6732444521365654,0
TX000707,AC00004,642.54,2023-05-10 18:49:20,Debit,Branch,1,44,Engineer,3143.17,0.7487855249424886,0
TX000708,AC00442,210.45,2023-12-11 16:47:05,Debit,ATM,1,27,Student,1242.49,0.43467664275524165,0
TX000709,AC00201,313.65,2023-01-30 16:08:07,Credit,Branch,1,55,Retired,1886.36,0.556605449619896,0
TX000710,AC00462,99.76,2023-08-07 16:21:37,Debit,Branch,1,26,Student,416.89,0.5555344866879512,0
TX000711,AC00390,115.32,2023-07-25 17:24:07,Debit,Branch,1,53,Retired,5929.08,0.43106669957288446,0
TX000712,AC00297,33.61,2023-08-21 17:25:00,Debit,Online,1,23,Student,479.08,0.4528532329743252,0
TX000713,AC00173,498.59,2023-01-30 16:20:26,Credit,Online,1,33,Doctor,5862.99,0.7881483962532597,0
TX000714,AC00382,98.81,2023-09-04 16:48:13,Debit,Branch,1,27,Student,797.1,0.493922118112303,0
TX000715,AC00175,1.87,2023-10-20 18:34:41,Debit,ATM,1,65,Retired,7287.94,0.4540469050901472,0
TX000716,AC00035,78.92,2023-06-15 18:57:42,Credit,Online,1,59,Engineer,5624.86,0.5571600930037465,0
TX000717,AC00219,194.29,2023-01-23 16:05:42,Credit,Branch,1,39,Engineer,2988.41,0.8982729507008482,0
TX000718,AC00416,28.73,2023-10-31 16:11:57,Debit,ATM,1,53,Engineer,2712.96,0.7448620175361966,0
TX000719,AC00467,105.53,2023-06-16 16:36:20,Debit,Online,1,24,Student,1433.66,0.5436630840428469,0
TX000720,AC00465,737.34,2023-03-20 17:45:22,Debit,Online,1,30,Doctor,7336.56,0.920133131636088,0
TX000721,AC00102,237.86,2023-02-06 17:48:39,Debit,ATM,1,18,Student,475.63,0.5658183726353486,0
TX000722,AC00119,409.61,2023-07-26 16:05:48,Debit,Branch,1,65,Doctor,11698.15,0.3863181748333388,0
TX000723,AC00418,75.53,2023-08-21 17:36:05,Credit,Online,1,21,Student,1034.35,0.7832470736566467,0
TX000724,AC00237,72.75,2023-05-01 16:30:03,Debit,ATM,1,64,Doctor,12042.79,0.4315487500834849,0
TX000725,AC00279,39.11,2023-09-01 18:05:37,Debit,Online,1,26,Student,518.54,0.425732969639557,0
TX000726,AC00067,1309.79,2023-03-06 16:33:43,Debit,ATM,1,23,Student,1258.93,0.4912470460576994,0
TX000727,AC00043,729.38,2023-11-14 17:23:43,Debit,ATM,1,68,Doctor,9127.65,0.5473803932719326,0
TX000728,AC00012,137.49,2023-07-26 16:54:08,Debit,ATM,1,34,Engineer,4471.05,0.40962681681596064,0
TX000729,AC00244,504.71,2023-04-10 18:27:51,Debit,Online,1,29,Engineer,6214.54,0.4243354556128504,0
TX000730,AC00395,371.47,2023-05-30 16:15:10,Credit,Branch,1,24,Student,1187.04,0.6391269414889832,0
TX000731,AC00253,430.35,2023-02-20 17:23:03,Debit,Online,1,36,Doctor,354.9,0.45832808174130557,0
TX000732,AC00394,230.32,2023-05-15 18:15:33,Debit,Branch,1,35,Engineer,791.46,0.44563357613239907,0
TX000733,AC00457,121.71,2023-09-05 17:02:23,Debit,ATM,1,52,Retired,5878.89,0.4469123661165952,0
TX000734,AC00046,98.87,2023-01-03 17:51:07,Debit,Online,1,20,Student,533.2,0.8706397713799253,0
TX000735,AC00011,117.55,2023-05-19 16:35:07,Debit,ATM,1,24,Student,897.94,0.5322943985845279,0
TX000736,AC00045,244.64,2023-02-21 18:41:39,Debit,Branch,1,30,Doctor,9159.56,0.4825566244951432,0
TX000737,AC00181,321.93,2023-12-04 18:27:11,Debit,ATM,1,45,Engineer,4392.73,0.4612656451904896,0
TX000738,AC00149,1092.73,2023-01-23 17:24:29,Debit,Branch,1,58,Retired,1390.98,0.8012888729145464,0
TX000739,AC00288,283.23,2023-02-06 16:48:45,Debit,Online,1,40,Engineer,2008.77,0.7193470327959649,0
TX000740,AC00014,346.65,2024-01-01 16:17:13,Debit,Online,1,30,Engineer,6356.96,0.4269487691376198,0
TX000741,AC00153,381.62,2023-01-27 16:40:28,Debit,Online,1,64,Retired,6009.12,0.4831431757069252,0
TX000742,AC00164,388.65,2023-02-21 16:02:33,Debit,ATM,1,76,Retired,7896.85,0.6059462806305793,0
TX000743,AC00159,29.22,2023-07-06 18:16:05,Debit,ATM,1,24,Student,1649.43,0.41911584427185444,0
TX000744,AC00360,46.75,2023-07-31 17:37:31,Debit,Branch,1,67,Retired,2840.43,0.3777925708864547,0
TX000745,AC00326,348.64,2023-06-09 17:12:09,Debit,Online,1,57,Retired,3274.96,0.524034653481125,0
TX000746,AC00110,319.17,2023-01-11 16:58:02,Debit,Online,1,73,Retired,6501.56,0.5240840434864249,0
TX000747,AC00110,73.95,2023-11-03 16:39:45,Debit,ATM,1,26,Student,363.92,0.5243374567398281,0
TX000748,AC00257,389.63,2023-02-16 16:20:06,Debit,Online,1,27,Engineer,9748.48,0.7540785360807767,0
TX000749,AC00145,217.61,2023-03-16 17:36:31,Debit,ATM,1,19,Student,1404.53,0.40174751692092486,0
TX000750,AC00455,199.84,2023-01-16 16:01:34,Debit,ATM,1,21,Student,706.44,0.4206625925948465,0
TX000751,AC00282,56.35,2023-02-09 16:09:00,Debit,ATM,1,44,Doctor,5095.73,0.3861313995164979,0
TX000752,AC00045,248.95,2023-06-16 16:19:35,Credit,Branch,1,65,Retired,3059.79,0.5186105680643496,0
TX000753,AC00390,142.58,2023-06-19 16:20:51,Debit,ATM,1,33,Engineer,7844.23,0.43317881159876775,0
TX000754,AC00032,1020.73,2023-07-24 16:42:06,Debit,ATM,1,28,Student,1119.61,0.9061577796790982,0
TX000755,AC00153,84.34,2023-06-08 16:27:56,Debit,Online,3,58,Retired,5313.97,0.8566570695892146,0
TX000756,AC00460,1607.55,2023-09-07 16:27:03,Debit,ATM,1,31,Engineer,6227.99,0.9930159743111563,1
TX000757,AC00154,333.78,2023-11-30 17:53:48,Debit,ATM,1,60,Retired,6810.94,0.4605856695035861,0
TX000758,AC00190,332.59,2023-07-13 17:50:13,Debit,Online,1,55,Retired,1457.07,0.4388074144253415,0
TX000759,AC00156,236.81,2023-10-26 16:59:55,Debit,Branch,1,22,Student,813.68,0.5372098246585255,0
TX000760,AC00005,417.8,2023-06-26 16:21:14,Credit,Branch,1,27,Student,1518.82,0.5811646002309385,0
TX000761,AC00126,319.27,2023-08-07 16:54:58,Debit,ATM,1,50,Doctor,10269.78,0.4393157631760228,0
TX000762,AC00201,384.1,2023-05-24 18:32:58,Debit,Branch,1,42,Engineer,672.79,0.4320611440291276,0
TX000763,AC00165,820.62,2023-03-03 17:18:59,Credit,Branch,1,61,Doctor,6024.8,0.589288184735908,0
TX000764,AC00420,474.77,2023-12-25 16:28:20,Credit,Online,1,56,Engineer,2158.59,0.5807892514498239,0
TX000765,AC00329,542.72,2023-09-04 18:37:57,Credit,Branch,1,43,Doctor,6011.8,0.5815515046204768,0
TX000766,AC00037,79.8,2023-12-22 17:17:34,Debit,ATM,1,73,Retired,6372.58,0.85739953481593,0
TX000767,AC00293,46.24,2023-03-13 16:05:46,Debit,Branch,1,57,Engineer,2569.56,0.6565518980738307,0
TX000768,AC00481,327.8,2023-11-23 17:44:29,Debit,ATM,1,61,Doctor,10585.48,0.5796954039935112,0
TX000769,AC00233,445.79,2023-07-07 17:19:39,Debit,ATM,1,52,Doctor,717.99,0.41684724609639695,0
TX000770,AC00235,55.89,2023-08-17 16:54:30,Debit,Online,1,72,Retired,3689.65,0.4364000329061678,0
TX000771,AC00324,158.41,2023-02-09 16:28:58,Debit,Branch,1,28,Student,1512.16,0.42365444489664733,0
TX000772,AC00029,101.19,2023-11-29 18:38:41,Credit,Online,1,64,Doctor,14389.45,0.731534017761182,0
TX000773,AC00093,827.14,2023-01-17 17:25:13,Debit,Branch,4,36,Engineer,9800.21,0.9930159743111563,1
TX000774,AC00141,61.97,2023-05-22 18:45:23,Debit,ATM,1,74,Retired,7014.69,0.41654641866141856,0
TX000775,AC00061,27.21,2023-06-14 16:34:54,Debit,ATM,1,79,Retired,3520.61,0.41911584427185444,0
TX000776,AC00092,173.74,2023-09-08 17:48:22,Debit,Online,1,80,Retired,4913.42,0.4979431717712853,0
TX000777,AC00354,176.11,2023-08-10 16:48:55,Debit,Branch,1,38,Engineer,9155.35,0.4814007686610508,0
TX000778,AC00358,88.4,2023-11-10 18:02:07,Debit,Online,1,46,Engineer,2567.53,0.9254344583189382,0
TX000779,AC00078,567.92,2023-06-20 16:27:07,Debit,Online,1,53,Retired,3779.47,0.5822734736533058,0
TX000780,AC00013,138.11,2023-12-11 17:29:02,Credit,Online,1,68,Retired,4177.65,0.68643142718976,0
TX000781,AC00030,456.93,2023-09-26 16:18:33,Credit,Branch,1,28,Engineer,7284.76,0.6148348544189479,0
TX000782,AC00074,101.42,2023-04-25 17:00:15,Debit,Online,1,66,Retired,6530.59,0.4843761603513941,0
TX000783,AC00399,300.61,2023-05-01 17:21:46,Debit,Online,1,44,Doctor,7895.54,0.4372034996619692,0
TX000784,AC00323,265.94,2023-06-05 16:11:07,Debit,Online,1,54,Engineer,6781.3,0.6387945115457446,0
TX000785,AC00107,345.54,2023-01-24 16:05:40,Debit,Online,1,29,Engineer,2091.78,0.9881978341905111,1
TX000786,AC00211,411.52,2023-01-10 17:40:16,Debit,ATM,1,41,Doctor,11108.39,0.5392531308285581,0
TX000787,AC00297,111.21,2023-08-21 18:36:41,Debit,Branch,1,35,Doctor,9088.36,0.4563257604468068,0
TX000788,AC00102,316.37,2023-08-28 17:34:17,Debit,ATM,1,53,Engineer,4671.69,0.4270271971443843,0
TX000789,AC00196,260.63,2023-12-20 18:58:27,Debit,Branch,1,37,Engineer,7534.73,0.3930866911469294,0
TX000790,AC00342,92.36,2023-03-27 16:48:34,Debit,ATM,1,29,Engineer,6353.14,0.45794286410067964,0
TX000791,AC00027,262.06,2023-09-11 16:09:15,Debit,Branch,1,63,Doctor,13587.52,0.5579834999354033,0
TX000792,AC00339,64.5,2023-08-17 18:32:19,Debit,ATM,1,74,Retired,1351.24,0.4863465437810725,0
TX000793,AC00468,253.55,2023-01-11 16:56:58,Debit,ATM,5,28,Engineer,2797.26,0.9200366569717291,0
TX000794,AC00262,408.28,2023-03-15 16:33:09,Credit,Branch,3,21,Student,1222.77,0.8592543466707377,0
TX000795,AC00425,175.94,2023-06-05 16:16:13,Debit,ATM,1,57,Retired,3728.04,0.43928895664922624,0
TX000796,AC00161,199.47,2023-08-14 16:26:38,Debit,Online,1,57,Doctor,6067.44,0.5434791658651594,0
TX000797,AC00417,51.07,2023-01-23 18:06:58,Debit,Branch,1,63,Retired,4292.16,0.41609220134945196,0
TX000798,AC00208,435.86,2023-12-29 17:17:48,Debit,ATM,1,56,Retired,3801.82,0.6096678480415296,0
TX000799,AC00304,74.73,2023-01-30 17:17:38,Credit,Branch,1,64,Retired,6353.22,0.7617740493867358,0
TX000800,AC00166,182.79,2023-10-25 16:21:15,Credit,Online,1,23,Student,1251.85,0.5574231592090492,0
TX000801,AC00279,628.36,2023-01-20 16:09:37,Debit,Online,1,44,Doctor,11869.71,0.452063458649823,0
TX000802,AC00114,268.39,2023-02-21 18:13:02,Debit,Online,1,29,Doctor,9409.43,0.40590304669262983,0
TX000803,AC00411,362.27,2023-05-11 16:36:38,Debit,ATM,1,80,Retired,6003.59,0.4294529965701012,0
TX000804,AC00380,560.15,2023-08-14 18:01:36,Credit,Online,1,50,Engineer,817.83,0.6311467063682471,0
TX000805,AC00272,351.99,2023-06-12 16:58:04,Debit,ATM,2,80,Retired,3663.64,0.6528218809647264,0
TX000806,AC00202,132.36,2023-03-13 17:01:57,Debit,Branch,1,28,Student,319.65,0.6816333060234288,0
TX000807,AC00053,24.77,2023-11-01 16:55:58,Credit,Online,1,40,Engineer,478.23,0.82781854461559,0
TX000808,AC00316,668.67,2023-11-07 17:38:05,Debit,Online,4,44,Doctor,13446.81,0.8592543466707377,0
TX000809,AC00422,80.24,2023-05-19 17:28:42,Credit,Branch,1,53,Doctor,8012.81,0.6272139876333522,0
TX000810,AC00083,8.65,2023-11-20 16:28:19,Debit,ATM,1,68,Retired,4201.22,0.8867011086512635,0
TX000811,AC00125,178.91,2023-03-15 16:37:04,Debit,ATM,1,18,Student,8870.89,0.5357793937813171,0
TX000812,AC00227,115.22,2023-12-08 17:05:33,Debit,Branch,1,27,Engineer,906.2,0.6242683505185258,0
TX000813,AC00292,161.63,2023-12-25 16:32:44,Debit,Online,1,46,Doctor,9286.37,0.546408849771538,0
TX000814,AC00319,542.75,2023-12-07 18:28:50,Credit,Branch,1,70,Retired,2224.08,0.5751760399488636,0
TX000815,AC00431,317.47,2023-05-01 17:31:34,Credit,Online,1,67,Doctor,14639.28,0.8190665330558362,0
TX000816,AC00365,280.99,2023-02-20 18:03:01,Debit,Branch,1,45,Engineer,9733.59,0.45677089462328535,0
TX000817,AC00050,24.19,2023-02-08 17:33:08,Debit,ATM,1,29,Engineer,2756.2,0.4189235365795467,0
TX000818,AC00129,586.85,2023-08-15 16:57:27,Debit,ATM,1,36,Doctor,6655.15,0.48097221793748296,0
TX000819,AC00366,372.41,2023-06-19 18:12:16,Debit,ATM,1,55,Retired,3233.87,0.39287268090504046,0
TX000820,AC00452,63.17,2023-07-25 18:28:57,Debit,ATM,1,20,Student,1676.57,0.4431858930461373,0
TX000821,AC00339,383.69,2023-10-31 17:06:08,Debit,Online,1,54,Engineer,8371.11,0.7529326504739103,0
TX000822,AC00389,247.17,2023-05-22 17:58:55,Credit,Branch,1,65,Retired,2611.64,0.7467342584234051,0
TX000823,AC00188,48.78,2023-08-11 16:43:41,Credit,Branch,1,18,Student,552.06,0.6604844031983642,0
TX000824,AC00039,4.15,2023-10-19 16:34:39,Credit,Branch,1,60,Retired,6017.36,0.5464594060080239,0
TX000825,AC00319,60.99,2023-08-01 17:14:17,Debit,Branch,1,34,Engineer,7281.46,0.45438913515560875,0
TX000826,AC00077,408.19,2023-12-15 16:48:08,Debit,Branch,1,26,Engineer,6847.47,0.39843846201375027,0
TX000827,AC00131,524.6,2023-04-07 17:37:34,Debit,Branch,1,58,Doctor,13017.7,0.42248936661799086,0
TX000828,AC00180,108.96,2023-10-10 18:12:07,Debit,ATM,1,26,Student,7597.66,0.9894927190302136,1
TX000829,AC00249,70.03,2023-12-18 18:34:33,Debit,Branch,1,63,Retired,7330.31,0.5321425816991467,0
TX000830,AC00454,124.84,2023-09-22 17:44:42,Debit,Online,1,52,Retired,6711.78,0.5315982134841795,0
TX000831,AC00076,324.04,2023-07-05 16:49:05,Debit,ATM,1,54,Retired,2248.06,0.44232352502201666,0
TX000832,AC00386,39.69,2023-04-24 17:16:27,Debit,Online,1,70,Retired,3524.68,0.4429486690854569,0
TX000833,AC00444,157.7,2023-12-01 17:29:15,Credit,Branch,1,58,Engineer,8332.58,0.6259552521160442,0
TX000834,AC00307,81.27,2023-11-07 16:36:34,Credit,Online,1,22,Student,1814.48,0.6743528387011034,0
TX000835,AC00397,193.82,2023-04-20 17:52:46,Debit,Branch,1,37,Engineer,3886.77,0.448363365506043,0
TX000836,AC00078,16.73,2023-11-30 17:48:36,Debit,Online,1,79,Retired,7591.13,0.4976254499678385,0
TX000837,AC00348,474.05,2023-08-10 18:30:37,Debit,ATM,1,57,Retired,1484.31,0.729608995616398,0
TX000838,AC00169,39.21,2023-05-10 16:15:31,Debit,ATM,4,66,Doctor,9385.57,0.9189087687097592,0
TX000839,AC00007,637.75,2023-07-24 16:07:05,Debit,Branch,1,79,Retired,4202.92,0.5304142180509903,0
TX000840,AC00009,153.59,2023-05-04 17:43:59,Credit,Branch,1,66,Retired,4813.12,0.5406124461020253,0
TX000841,AC00065,186.6,2023-10-25 16:03:16,Debit,Branch,1,18,Student,9716.68,0.5358705459523432,0
TX000842,AC00362,644.08,2023-05-08 17:29:00,Debit,Online,1,24,Student,1980.62,0.7437287517027086,0
TX000843,AC00444,226.66,2023-12-27 18:55:13,Debit,Branch,1,41,Doctor,10216.25,0.45243558199814904,0
TX000844,AC00106,305.0,2023-10-12 17:20:30,Debit,ATM,1,22,Student,944.83,0.3741136240726072,0
TX000845,AC00241,233.1,2023-01-16 17:28:48,Credit,Branch,1,42,Doctor,7469.2,0.5890848057283578,0
TX000846,AC00092,793.13,2023-05-10 16:38:07,Debit,Online,1,68,Doctor,13389.16,0.8651437936653121,0
TX000847,AC00173,224.19,2023-09-21 16:42:38,Debit,ATM,1,52,Doctor,8475.47,0.5704003984525979,0
TX000848,AC00363,214.83,2023-03-20 18:12:30,Credit,ATM,1,23,Student,991.69,0.9940318462748895,1
TX000849,AC00185,163.46,2023-09-08 17:09:54,Credit,Branch,1,63,Retired,6953.8,0.4927081471339371,0
TX000850,AC00370,194.99,2023-12-01 17:01:30,Debit,Branch,1,34,Engineer,1370.03,0.4365689965356667,0
TX000851,AC00124,23.4,2023-02-08 18:27:49,Debit,ATM,4,46,Doctor,14851.28,0.9260115862715528,0
TX000852,AC00412,227.5,2023-03-13 16:59:33,Debit,Online,1,34,Doctor,11505.35,0.8662558064093642,0
TX000853,AC00068,259.9,2023-06-22 16:08:43,Debit,Online,1,26,Student,914.28,0.5792407420171014,0
TX000854,AC00321,59.51,2023-04-04 16:12:25,Credit,Online,1,36,Doctor,9955.88,0.9902417651569744,1
TX000855,AC00302,50.63,2023-05-24 16:21:09,Debit,Online,1,64,Retired,4732.81,0.5439844638125969,0
TX000856,AC00217,1074.95,2023-06-02 16:49:03,Debit,Branch,1,20,Student,530.86,0.7576488173768278,0
TX000857,AC00298,112.94,2023-11-24 17:35:47,Credit,Online,1,73,Retired,3807.84,0.6502975481276808,0
TX000858,AC00327,11.81,2023-02-27 16:07:38,Debit,ATM,1,21,Student,320.25,0.5364219032636361,0
TX000859,AC00054,329.14,2023-11-14 16:37:42,Debit,Branch,1,55,Doctor,12033.92,0.42907847990855863,0
TX000860,AC00403,154.24,2023-11-06 16:19:31,Debit,ATM,1,61,Retired,6109.55,0.4554153781173792,0
TX000861,AC00397,233.44,2023-01-20 16:23:48,Debit,Online,1,20,Student,1691.88,0.5078535085607998,0
TX000862,AC00383,141.8,2023-11-15 18:56:02,Debit,ATM,1,18,Student,1697.67,0.439965365939755,0
TX000863,AC00450,209.03,2023-10-09 18:20:39,Debit,Branch,1,55,Engineer,8359.5,0.5712691044593015,0
TX000864,AC00086,1137.63,2023-02-14 16:55:26,Debit,ATM,1,26,Student,1629.12,0.5011535447314907,0
TX000865,AC00156,261.14,2023-05-15 18:44:04,Debit,ATM,1,42,Engineer,6100.08,0.767119926537221,0
TX000866,AC00418,101.81,2023-06-29 17:51:45,Debit,ATM,1,45,Doctor,13872.03,0.6423692188507222,0
TX000867,AC00263,98.71,2023-09-18 17:41:29,Debit,ATM,1,32,Doctor,10095.23,0.4388074144253415,0
TX000868,AC00009,87.38,2023-03-03 18:23:29,Debit,Branch,1,21,Student,1504.99,0.41911584427185444,0
TX000869,AC00436,83.39,2023-09-18 16:00:54,Debit,Branch,1,32,Doctor,13182.11,0.41767910497649885,0
TX000870,AC00399,267.55,2023-06-13 16:06:05,Debit,Online,1,46,Engineer,4330.04,0.4419724390558786,0
TX000871,AC00182,870.05,2023-08-31 16:42:18,Debit,ATM,1,29,Doctor,905.25,0.43619551676455226,0
TX000872,AC00482,154.32,2024-01-01 16:53:32,Credit,ATM,1,38,Engineer,6972.5,0.6649558181613884,0
TX000873,AC00475,164.51,2023-06-05 18:09:44,Debit,Branch,1,78,Retired,3553.69,0.5251381539356861,0
TX000874,AC00253,758.12,2023-07-03 18:46:29,Debit,ATM,1,69,Retired,6164.65,0.5565182851032701,0
TX000875,AC00376,103.76,2023-03-29 16:20:33,Debit,Online,1,28,Engineer,9626.14,0.56250254377186,0
TX000876,AC00058,583.92,2023-08-01 16:11:52,Debit,Online,1,55,Engineer,6364.14,0.588995860461851,0
TX000877,AC00304,204.06,2023-01-02 16:07:17,Debit,Online,1,77,Retired,4351.83,0.7089892575433294,0
TX000878,AC00035,53.51,2023-10-26 16:54:32,Debit,Online,1,56,Retired,5773.5,0.4183067840587542,0
TX000879,AC00366,1108.46,2023-08-31 16:16:15,Debit,Branch,1,30,Engineer,9257.04,0.8558477337302459,0
TX000880,AC00362,52.95,2023-08-07 18:02:59,Credit,Online,1,68,Retired,6335.58,0.8088461130613481,0
TX000881,AC00094,120.17,2023-08-08 17:07:42,Debit,ATM,1,49,Doctor,5403.79,0.5580634308225229,0
TX000882,AC00225,220.8,2023-09-06 18:43:52,Debit,Online,1,31,Engineer,8135.31,0.6533680999651966,0
TX000883,AC00474,119.01,2023-03-13 17:26:41,Debit,ATM,1,45,Doctor,9798.26,0.49527251484174933,0
TX000884,AC00448,183.32,2023-05-10 16:27:51,Debit,ATM,1,21,Student,137.42,0.4764837785614423,0
TX000885,AC00439,858.88,2023-08-22 16:31:34,Debit,Online,1,60,Engineer,7015.46,0.6254929033188915,0
TX000886,AC00133,11.46,2023-02-13 16:53:17,Credit,Online,1,41,Engineer,2356.71,0.561207517092404,0
TX000887,AC00480,61.37,2023-02-06 16:54:19,Debit,Branch,1,75,Retired,4294.44,0.650852914001794,0
TX000888,AC00265,103.08,2023-02-27 16:48:02,Credit,Branch,1,49,Engineer,9251.38,0.6843432939215093,0
TX000889,AC00176,1.21,2023-08-21 17:19:06,Debit,Branch,1,55,Retired,7542.74,0.45284787643110985,0
TX000890,AC00278,425.18,2023-10-04 16:00:54,Credit,Online,1,26,Engineer,9880.71,0.6978829118025318,0
TX000891,AC00216,60.96,2023-10-23 16:35:48,Debit,ATM,1,52,Retired,6189.24,0.665653746197749,0
TX000892,AC00431,64.21,2023-01-09 16:36:16,Debit,ATM,1,51,Doctor,12540.18,0.4246469172253221,0
TX000893,AC00063,523.02,2023-05-19 18:32:45,Debit,Online,1,53,Retired,4586.11,0.5485064168179743,0
TX000894,AC00090,50.26,2023-11-09 17:51:35,Debit,Branch,1,65,Retired,1519.38,0.40435626430172944,0
TX000895,AC00133,110.08,2023-11-20 17:15:13,Debit,Branch,1,19,Student,1447.26,0.4353199721623609,0
TX000896,AC00357,54.47,2023-11-13 17:47:07,Credit,Branch,1,23,Student,1131.42,0.5553983377662189,0
TX000897,AC00404,79.76,2023-04-03 16:25:35,Debit,Online,1,68,Doctor,10278.75,0.5222411209483248,0
TX000898,AC00390,16.79,2023-11-06 16:42:34,Credit,Online,1,30,Doctor,535.15,0.5431552877126677,0
TX000899,AC00083,1531.31,2023-10-23 18:00:29,Debit,Online,4,18,Student,859.86,0.9909276007936066,1
TX000900,AC00161,68.62,2023-06-29 16:57:52,Debit,Branch,1,29,Doctor,13891.47,0.629413839881946,0
TX000901,AC00425,157.16,2023-03-13 17:34:30,Debit,Branch,1,20,Student,1545.77,0.5204423163048193,0
TX000902,AC00363,643.38,2023-11-06 17:19:21,Credit,Online,1,18,Student,1046.74,0.9998967881313655,1
TX000903,AC00385,328.34,2023-10-12 16:17:47,Credit,Online,1,42,Engineer,2840.45,0.9309685925960667,0
TX000904,AC00045,72.68,2023-07-21 17:56:49,Debit,Online,1,69,Retired,6216.77,0.42129028509713684,0
TX000905,AC00480,354.76,2023-05-17 16:30:05,Debit,Branch,1,51,Doctor,10141.92,0.8331454885798681,0
TX000906,AC00369,793.88,2023-02-22 16:17:29,Credit,ATM,1,22,Student,1404.06,0.6613577712293833,0
TX000907,AC00109,29.22,2023-02-27 18:33:48,Debit,ATM,1,27,Engineer,7795.79,0.8497789821372799,0
TX000908,AC00264,653.97,2023-10-04 17:41:08,Debit,Online,1,37,Engineer,3886.65,0.5368897321414452,0
TX000909,AC00076,366.43,2023-01-30 16:38:59,Credit,Online,1,21,Student,1560.45,0.6351220623173204,0
TX000910,AC00438,120.86,2023-11-16 17:57:45,Debit,Online,4,33,Doctor,13566.58,0.923140902453012,0
TX000911,AC00453,233.74,2023-02-13 16:43:40,Debit,Online,1,72,Retired,4749.54,0.4256326191030845,0
TX000912,AC00222,471.84,2023-09-29 17:31:24,Debit,ATM,1,18,Student,1044.33,0.6543118163167368,0
